CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,MC,PVEM,MORENA,PT,QI,PES,RSP,FXM,PAN_QI,PRI_PVEM,PVEM_PT,CAND_IND13,CAND_IND14,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
,22,QUERETARO,15,JALPAN DE SERRA,2,ARROYO SECO,39,C,2,0,C02,153,74,6,10,6,158,3,7,1,4,5,0,5,,,,432,1,18,451,734,Acta casilla,,,
,22,QUERETARO,15,JALPAN DE SERRA,2,ARROYO SECO,40,B,1,0,B,64,51,5,1,2,50,7,1,2,0,2,0,0,,,,185,0,6,191,261,Acta casilla,,,
,22,QUERETARO,15,JALPAN DE SERRA,2,ARROYO SECO,41,B,1,0,B,121,105,6,2,0,74,1,0,3,2,4,0,0,,,,318,0,8,326,504,Acta casilla,,,
,22,QUERETARO,15,JALPAN DE SERRA,2,ARROYO SECO,41,E,1,0,E01,64,48,0,0,2,48,0,1,1,3,0,1,0,,,,168,0,4,172,248,Acta casilla,,,
,22,QUERETARO,15,JALPAN DE SERRA,2,ARROYO SECO,41,E,2,0,E02,51,12,4,1,1,60,0,1,3,0,2,0,0,,,,135,0,6,141,245,Acta casilla,,,
,22,QUERETARO,15,JALPAN DE SERRA,2,ARROYO SECO,42,B,1,0,B,87,64,2,24,2,118,2,1,0,2,3,2,9,,,,316,0,10,326,506,Acta casilla,,,
,22,QUERETARO,15,JALPAN DE SERRA,2,ARROYO SECO,42,C,1,0,C01,86,71,1,29,4,101,0,2,1,1,4,1,4,,,,305,0,12,317,506,Acta casilla,,,
,22,QUERETARO,15,JALPAN DE SERRA,2,ARROYO SECO,43,B,1,0,B,207,97,2,2,3,89,2,2,1,3,4,2,13,,,,427,0,0,427,697,Acta casilla,,,
,22,QUERETARO,15,JALPAN DE SERRA,2,ARROYO SECO,43,E,1,0,E01,96,42,0,1,2,23,0,0,0,3,0,3,0,,,,170,0,6,176,244,Acta casilla,,,
,22,QUERETARO,15,JALPAN DE SERRA,2,ARROYO SECO,44,B,1,0,B,127,90,0,1,0,43,0,0,2,1,0,0,4,,,,268,0,5,273,354,Acta casilla,,,
