ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,MC,NA,PVEM,ES,MORENA,PT,CQ,QI,MORENA_PT_ES,MORENA_PT,MORENA_ES,PT_ES,PRI_PVEM,C_COMUN_PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,C_COMUN_PAN_PRD,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,324,C,1,0,C01,111,36,11,2,3,13,4,92,3,3,30,5,1,0,1,3,,,,,0,,,,,,,,318,0,10,328,450,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,325,B,1,0,B,106,50,5,5,3,18,5,64,4,7,33,3,1,1,0,1,,,,,0,,,,,,,,306,0,17,323,466,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,325,C,1,0,C01,104,42,8,6,6,17,5,90,7,2,25,1,1,0,0,1,,,,,3,,,,,,,,318,1,9,328,465,Grupo de recuento,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,329,B,1,0,B,119,28,5,3,8,24,5,93,6,11,35,4,2,1,0,0,,,,,2,,,,,,,,346,1,18,365,580,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,329,C,1,0,C01,100,39,10,5,6,12,5,112,6,10,29,6,1,1,0,0,,,,,1,,,,,,,,343,0,18,361,580,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,329,C,2,0,C02,113,34,4,3,3,13,7,101,9,7,26,2,0,3,0,1,,,,,3,,,,,,,,329,0,17,346,579,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,329,C,3,0,C03,87,42,5,6,8,15,5,120,6,7,31,0,0,1,1,3,,,,,3,,,,,,,,340,2,13,355,579,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,330,B,1,0,B,118,44,8,3,2,20,7,121,3,13,32,8,2,1,0,3,,,,,6,,,,,,,,391,2,15,408,690,Grupo de recuento,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,330,C,1,0,C01,112,49,5,4,10,18,6,119,6,4,44,13,0,4,0,2,,,,,2,,,,,,,,398,1,23,422,690,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,331,B,1,0,B,86,41,9,3,4,13,7,114,8,6,32,3,2,0,0,1,,,,,2,,,,,,,,331,1,9,341,652,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,331,C,1,0,C01,78,40,10,4,1,11,8,119,11,9,28,4,2,1,0,1,,,,,1,,,,,,,,328,0,21,349,652,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,331,C,2,0,C02,96,50,4,3,2,19,4,115,9,6,18,4,0,0,0,1,,,,,2,,,,,,,,333,0,12,345,652,Grupo de recuento,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,331,C,3,0,C03,101,47,9,4,7,12,5,132,6,6,22,4,1,2,2,0,,,,,0,,,,,,,,360,0,11,371,652,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,339,B,1,0,B,93,33,3,4,7,15,4,78,2,7,19,2,0,0,2,2,,,,,3,,,,,,,,274,1,20,295,488,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,339,C,1,0,C01,115,40,5,5,4,12,3,83,3,3,21,3,0,0,0,2,,,,,4,,,,,,,,303,1,12,316,488,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,340,B,1,0,B,93,40,10,4,3,7,5,120,9,11,20,5,2,0,0,1,,,,,0,,,,,,,,330,0,11,341,627,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,340,C,1,0,C01,97,34,8,10,10,13,5,134,6,4,15,6,2,0,0,1,,,,,2,,,,,,,,347,0,15,362,627,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,340,C,2,0,C02,108,29,7,6,5,14,6,102,15,11,29,5,0,2,0,1,,,,,2,,,,,,,,342,0,13,355,627,Grupo de recuento,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,340,C,3,0,C03,75,31,1,3,7,18,5,139,15,7,23,8,1,0,1,2,,,,,0,,,,,,,,336,1,14,351,626,Grupo de recuento,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,341,B,1,0,B,91,44,8,4,7,14,8,150,6,12,40,4,0,1,0,1,,,,,1,,,,,,,,391,0,11,402,657,Grupo de recuento,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,341,C,1,0,C01,119,57,8,6,12,21,5,98,6,11,45,4,0,2,0,2,,,,,3,,,,,,,,399,1,11,411,656,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,342,B,1,0,B,82,28,4,5,4,15,8,92,9,5,27,4,0,2,0,2,,,,,2,,,,,,,,289,0,7,296,456,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,342,C,1,0,C01,73,28,8,1,3,8,2,97,9,8,21,5,0,1,0,0,,,,,6,,,,,,,,270,0,15,285,456,Grupo de recuento,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,343,B,1,0,B,150,45,8,7,2,10,0,133,10,6,52,3,0,0,0,3,,,,,4,,,,,,,,433,1,21,455,666,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,343,C,1,0,C01,139,61,7,12,10,20,7,127,8,9,35,5,2,0,0,2,,,,,5,,,,,,,,449,0,15,464,666,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,343,C,2,0,C02,139,49,5,2,5,16,2,139,5,5,41,4,1,2,0,0,,,,,3,,,,,,,,418,0,18,436,665,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,343,C,3,0,C03,132,49,3,5,6,22,6,126,6,11,38,6,0,0,0,1,,,,,3,,,,,,,,414,1,8,423,665,Grupo de recuento,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,343,C,4,0,C04,159,54,7,10,15,15,6,116,8,7,31,7,1,0,0,0,,,,,0,,,,,,,,436,0,19,455,665,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,344,B,1,0,B,120,57,8,7,4,15,6,105,12,12,36,5,0,0,0,0,,,,,3,,,,,,,,390,0,13,403,656,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,344,C,1,0,C01,119,45,0,8,8,11,9,127,5,7,25,0,0,0,0,0,,,,,0,,,,,,,,364,2,14,380,656,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,344,C,2,0,C02,115,47,10,10,5,23,46,109,4,6,0,4,2,1,0,0,,,,,4,,,,,,,,386,0,15,401,655,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,344,C,3,0,C03,107,42,4,7,8,16,2,127,9,5,29,3,1,2,0,0,,,,,0,,,,,,,,362,0,10,372,655,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,344,C,4,0,C04,109,39,9,10,7,14,6,152,6,4,23,,,,,,,,,,,,,,,,,,379,,22,401,655,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,344,C,5,0,C05,96,53,4,9,5,18,6,120,12,12,37,6,0,1,1,1,,,,,4,,,,,,,,385,0,10,395,655,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,344,C,6,0,C06,119,44,4,7,8,16,9,127,7,9,30,2,1,2,0,4,,,,,5,,,,,,,,394,1,18,413,655,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,345,B,1,0,B,90,40,6,3,6,14,5,102,9,6,26,4,1,2,0,4,,,,,6,,,,,,,,324,2,10,336,596,Grupo de recuento,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,345,C,1,0,C01,84,32,8,0,3,17,5,111,8,6,30,5,0,0,0,2,,,,,1,,,,,,,,312,0,12,324,596,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,345,C,2,0,C02,75,40,11,7,5,20,3,117,10,6,30,5,2,0,0,2,,,,,2,,,,,,,,335,0,14,349,595,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,345,C,3,0,C03,71,36,11,3,6,13,6,106,8,8,23,4,2,1,0,3,,,,,3,,,,,,,,304,0,22,326,595,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,346,B,1,0,B,106,66,11,4,9,12,2,101,8,7,32,3,3,1,1,0,,,,,1,,,,,,,,367,0,16,383,637,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,346,C,1,0,C01,94,53,3,2,7,9,5,99,3,8,37,8,0,1,1,3,,,,,7,,,,,,,,340,0,17,357,637,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,346,C,2,0,C02,78,52,7,7,8,12,6,128,5,9,28,5,1,0,0,2,,,,,2,,,,,,,,350,0,21,371,636,Grupo de recuento,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,355,B,1,0,B,123,46,12,3,8,12,3,151,9,6,37,4,0,0,0,4,,,,,2,,,,,,,,420,0,18,438,694,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,355,C,1,0,C01,130,54,4,2,8,17,5,130,9,9,27,2,0,0,0,2,,,,,3,,,,,,,,402,2,13,417,693,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,356,B,1,0,B,122,52,5,5,7,13,7,124,7,9,48,0,3,0,2,2,,,,,5,,,,,,,,411,3,24,438,664,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,356,C,1,0,C01,124,57,6,9,3,22,8,143,7,17,39,4,1,0,0,3,,,,,1,,,,,,,,444,0,14,458,664,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,356,C,2,0,C02,135,56,7,10,6,14,9,114,8,6,32,1,0,0,0,2,,,,,2,,,,,,,,402,1,20,423,663,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,357,B,1,0,B,170,46,1,10,8,20,6,144,6,8,36,7,2,1,1,0,,,,,6,,,,,,,,472,1,31,504,737,Grupo de recuento,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,357,C,1,0,C01,168,49,6,4,9,23,4,139,14,5,33,6,1,2,0,2,,,,,1,,,,,,,,466,0,19,485,737,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,357,C,2,0,C02,158,57,11,6,11,21,9,134,7,7,40,5,0,0,0,1,,,,,2,,,,,,,,469,6,24,499,736,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,358,B,1,0,B,87,41,7,0,4,14,5,82,5,5,23,7,1,0,0,2,,,,,1,,,,,,,,284,0,11,295,402,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,358,C,1,0,C01,105,31,3,4,7,16,8,64,3,9,23,0,0,0,0,0,,,,,2,,,,,,,,275,0,14,289,401,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,359,B,1,0,B,169,42,2,7,6,15,9,118,8,1,41,6,0,0,1,0,,,,,0,,,,,,,,425,0,13,438,651,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,359,C,1,0,C01,167,44,8,8,11,13,5,142,8,8,47,3,0,1,0,1,,,,,2,,,,,,,,468,1,11,480,651,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,359,C,2,0,C02,161,43,3,8,8,13,5,129,9,9,44,5,0,1,0,2,,,,,1,,,,,,,,441,0,26,467,651,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,359,C,3,0,C03,155,54,5,9,3,25,6,146,5,4,28,4,0,0,0,0,,,,,1,,,,,,,,445,0,19,464,651,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,359,C,4,0,C04,139,48,3,7,6,19,7,143,8,4,34,2,0,1,0,2,,,,,4,,,,,,,,427,2,18,447,650,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,360,B,1,0,B,96,60,9,7,12,8,5,118,16,8,23,6,0,1,0,1,,,,,3,,,,,,,,373,0,13,386,619,Grupo de recuento,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,360,C,1,0,C01,88,54,8,4,10,15,2,114,12,6,30,9,3,1,0,2,,,,,2,,,,,,,,360,2,11,373,619,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,360,C,2,0,C02,85,57,5,5,6,18,8,136,8,6,18,5,0,0,0,1,,,,,1,,,,,,,,359,0,17,376,619,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,381,B,1,0,B,126,42,5,6,7,20,8,114,3,9,40,3,3,0,0,2,,,,,1,,,,,,,,389,0,19,408,658,Grupo de recuento,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,381,C,1,0,C01,103,63,3,8,6,16,8,143,6,4,34,4,0,1,0,1,,,,,0,,,,,,,,400,0,16,416,658,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,381,C,2,0,C02,117,49,3,9,6,22,9,118,6,6,34,4,0,1,0,1,,,,,2,,,,,,,,387,1,25,413,658,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,381,C,3,0,C03,119,56,9,5,6,14,7,129,4,5,44,5,0,0,0,1,,,,,2,,,,,,,,406,1,16,423,658,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,381,C,4,0,C04,111,57,2,5,9,4,8,141,6,12,40,8,0,0,0,1,,,,,4,,,,,,,,408,0,20,428,657,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,395,B,1,0,B,81,39,5,4,5,17,6,100,9,8,26,5,1,4,0,2,,,,,1,,,,,,,,313,0,13,326,607,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,395,C,1,0,C01,102,45,3,5,4,14,5,90,7,5,28,4,1,0,0,1,,,,,2,,,,,,,,316,2,9,327,607,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,395,C,2,0,C02,78,50,4,8,4,11,6,101,12,0,30,4,1,2,0,3,,,,,0,,,,,,,,314,0,11,325,606,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,396,B,1,0,B,68,50,3,4,7,10,9,116,5,3,18,6,0,1,0,2,,,,,0,,,,,,,,302,0,12,314,607,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,396,C,1,0,C01,72,38,1,2,5,12,6,91,10,4,16,4,3,0,0,1,,,,,1,,,,,,,,266,0,21,287,606,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,397,B,1,0,B,96,53,6,5,9,9,5,92,6,9,27,2,2,0,0,2,,,,,1,,,,,,,,324,2,11,337,563,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,397,C,1,0,C01,98,45,3,6,4,11,5,95,3,1,26,6,0,1,0,3,,,,,3,,,,,,,,310,1,12,323,563,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,397,C,2,0,C02,82,38,5,5,9,17,0,112,13,9,26,5,2,0,0,2,,,,,0,,,,,,,,325,1,10,336,563,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,416,B,1,0,B,87,54,7,4,6,9,5,82,7,3,22,2,1,1,1,1,,,,,5,,,,,,,,297,0,9,306,693,Grupo de recuento,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,416,C,1,0,C01,78,62,7,10,4,15,6,87,8,6,22,4,1,1,0,3,,,,,2,,,,,,,,316,2,18,336,693,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,416,C,2,0,C02,74,67,11,8,5,14,6,107,10,7,27,3,3,0,0,2,,,,,3,,,,,,,,347,0,8,355,693,Grupo de recuento,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,416,C,3,0,C03,74,52,7,3,3,16,4,101,6,4,17,2,2,0,0,2,,,,,2,,,,,,,,295,1,9,305,693,Grupo de recuento,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,552,B,1,0,B,96,38,4,9,7,8,10,124,10,17,32,5,1,0,0,2,,,,,5,,,,,,,,368,1,23,392,729,Grupo de recuento,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,552,C,1,0,C01,103,51,8,5,7,15,2,120,7,23,11,1,3,0,0,4,,,,,3,,,,,,,,363,0,19,382,729,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,552,C,2,0,C02,85,70,6,0,2,13,5,131,8,20,26,3,0,1,0,6,,,,,3,,,,,,,,379,1,10,390,729,Grupo de recuento,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,552,C,3,0,C03,86,51,9,5,6,17,5,137,8,21,28,3,0,1,0,2,,,,,1,,,,,,,,380,0,12,392,729,Grupo de recuento,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,552,C,4,0,C04,94,61,5,4,3,14,8,88,6,29,25,3,1,1,0,2,,,,,3,,,,,,,,347,1,27,375,729,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,552,C,5,0,C05,89,54,13,4,1,18,7,99,5,21,28,3,5,0,1,5,,,,,2,,,,,,,,355,0,15,370,729,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,552,C,6,0,C06,101,65,7,9,6,11,8,102,9,17,33,4,0,1,1,1,,,,,2,,,,,,,,377,2,19,398,728,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,552,C,7,0,C07,77,41,6,4,4,10,10,124,13,23,24,3,2,0,1,1,,,,,3,,,,,,,,346,0,16,362,728,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,553,B,1,0,B,131,40,10,4,4,15,8,115,2,8,38,7,1,2,0,3,,,,,2,,,,,,,,390,0,18,408,731,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,553,C,1,0,C01,98,34,5,4,6,14,8,97,8,35,26,7,1,2,0,2,,,,,2,,,,,,,,349,1,8,358,731,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,553,C,2,0,C02,110,53,5,2,3,14,2,110,6,16,30,3,1,0,0,6,,,,,1,,,,,,,,362,0,13,375,731,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,553,C,3,0,C03,77,49,8,4,4,15,8,118,9,22,30,5,0,1,2,2,,,,,3,,,,,,,,357,0,20,377,731,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,553,C,4,0,C04,103,46,7,4,7,13,7,89,4,20,25,1,2,2,0,6,,,,,3,,,,,,,,339,0,15,354,731,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,553,C,5,0,C05,84,57,2,2,2,11,7,115,10,20,20,6,0,1,0,2,,,,,2,,,,,,,,341,0,19,360,731,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,553,C,6,0,C06,130,46,8,4,5,12,6,116,5,18,29,4,1,1,4,3,,,,,3,,,,,,,,395,0,11,406,731,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,553,C,7,0,C07,85,46,6,5,4,11,1,123,5,19,30,6,1,0,6,3,,,,,0,,,,,,,,351,0,12,363,731,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,553,C,8,0,C08,91,51,11,8,4,11,7,104,2,26,18,6,0,1,0,3,,,,,1,,,,,,,,344,0,19,363,731,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,553,C,9,0,C09,75,59,8,6,4,10,5,90,6,22,28,3,0,6,0,3,,,,,1,,,,,,,,326,0,12,338,731,Acta casilla,,,
22,QUERÉTARO,2,QUERÉTARO,14,QUERÉTARO,553,E,1,0,E01,228,39,8,2,4,19,5,135,5,1,45,4,1,0,0,0,,,,,3,,,,,,,,499,0,21,520,727,Acta casilla,,,
